title,year,genres,description,language,poster_url,combined
The Lobster,2015,"Comedy,Drama,Romance","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",,https://image.tmdb.org/t/p/w500/7Y9ILV1unpW9mLpGcqyGQU72LUy.jpg,"The Lobster In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods. Comedy,Drama,Romance"
The Loft,2014,"Mystery,Romance,Thriller","Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",,https://image.tmdb.org/t/p/w500/msHg4MRKZBcGwIakhMEaYRSdYag.jpg,"The Loft Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved. Mystery,Romance,Thriller"
The Lone Ranger,2013,"Action,Adventure,Western","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",,https://image.tmdb.org/t/p/w500/yDuJGq8biNMW7zM3w95UaDJv0KG.jpg,"The Lone Ranger Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice. Action,Adventure,Western"
The Longest Ride,2015,"Drama,Romance","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",,https://image.tmdb.org/t/p/w500/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg,"The Longest Ride The lives of a young couple intertwine with a much older man, as he reflects back on a past love. Drama,Romance"
The Lost City of Z,2016,"Action,Adventure,Biography","A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared while searching for a mysterious city in the Amazon in the 1920s.",,https://image.tmdb.org/t/p/w500/dgDVkGFltTm1MCoFtlq91r7jwi9.jpg,"The Lost City of Z A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared while searching for a mysterious city in the Amazon in the 1920s. Action,Adventure,Biography"
The Love Witch,2016,"Comedy,Horror",A modern-day witch uses spells and magic to get men to fall in love with her.,,https://image.tmdb.org/t/p/w500/q6mZjCwGn9KCTrStTRM88pui0is.jpg,"The Love Witch A modern-day witch uses spells and magic to get men to fall in love with her. Comedy,Horror"
The Lovely Bones,2009,"Drama,Fantasy,Thriller",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,,https://image.tmdb.org/t/p/w500/sn0iDphRxQ7I6aLd9igIgACITak.jpg,"The Lovely Bones Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal. Drama,Fantasy,Thriller"
The Lucky One,2012,"Drama,Romance",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,,https://image.tmdb.org/t/p/w500/vF1ZuIkF9Z71VzVvG265xJUawb0.jpg,"The Lucky One A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war. Drama,Romance"
The Magnificent Seven,2016,"Action,Adventure,Western",Seven gunmen in the old west gradually come together to help a poor village against savage thieves.,,https://image.tmdb.org/t/p/w500/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,"The Magnificent Seven Seven gunmen in the old west gradually come together to help a poor village against savage thieves. Action,Adventure,Western"
The Man from U.N.C.L.E.,2015,"Action,Adventure,Comedy","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",,https://image.tmdb.org/t/p/w500/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg,"The Man from U.N.C.L.E. In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons. Action,Adventure,Comedy"
The Man Who Knew Infinity,2015,"Biography,Drama","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",,https://image.tmdb.org/t/p/w500/v2X1BtkxaV8pzLbmM8a5gTdpg7B.jpg,"The Man Who Knew Infinity The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy. Biography,Drama"
The Martian,2015,"Adventure,Drama,Sci-Fi","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",,https://image.tmdb.org/t/p/w500/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,"The Martian An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive. Adventure,Drama,Sci-Fi"
The Master,2012,Drama,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,,https://image.tmdb.org/t/p/w500/rUSjbyvYWN9H4az8xt0tDtU7I6v.jpg,The Master A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader. Drama
The Matchbreaker,2016,"Comedy,Romance","When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary ÃÂ»",,https://image.tmdb.org/t/p/w500/m9RWMUNtaFZpYKtB8HH5Yg11P5G.jpg,"The Matchbreaker When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary ÃÂ» Comedy,Romance"
The Maze Runner,2014,"Action,Mystery,Sci-Fi","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",,https://image.tmdb.org/t/p/w500/ode14q7WtDugFDp78fo9lCsmay9.jpg,"The Maze Runner Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape. Action,Mystery,Sci-Fi"
The Midnight Meat Train,2008,"Horror,Mystery","A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",,https://image.tmdb.org/t/p/w500/x5YbfyUA8huK0shr008xwzNVJ5Y.jpg,"The Midnight Meat Train A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable. Horror,Mystery"
The Mist,2007,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",,https://image.tmdb.org/t/p/w500/1CvJ6diBACKPVGOpcWuY4XPQdqX.jpg,"The Mist A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives. Horror"
The Mortal Instruments: City of Bones,2013,"Action,Fantasy,Horror","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",,https://image.tmdb.org/t/p/w500/zaK1aVn5vXfNwLIDop9U8XA3Q0x.jpg,"The Mortal Instruments: City of Bones When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World. Action,Fantasy,Horror"
The Mummy: Tomb of the Dragon Emperor,2008,"Action,Adventure,Fantasy","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",,https://image.tmdb.org/t/p/w500/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,"The Mummy: Tomb of the Dragon Emperor In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago. Action,Adventure,Fantasy"
The Neighbor,2016,"Crime,Horror,Thriller","Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.",,https://image.tmdb.org/t/p/w500/6fvQVZ5Mc8s8dF6IJ5P4qjGzuZW.jpg,"The Neighbor Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar. Crime,Horror,Thriller"
The Neon Demon,2016,"Horror,Thriller","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",,https://image.tmdb.org/t/p/w500/3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,"The Neon Demon When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has. Horror,Thriller"
The Nice Guys,2016,"Action,Comedy,Crime","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",,https://image.tmdb.org/t/p/w500/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,"The Nice Guys In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star. Action,Comedy,Crime"
The Other Boleyn Girl,2008,"Biography,Drama,History",Two sisters contend for the affection of King Henry VIII.,,https://image.tmdb.org/t/p/w500/q2lgC8mmAltWTkbqPM8n5EYF4XL.jpg,"The Other Boleyn Girl Two sisters contend for the affection of King Henry VIII. Biography,Drama,History"
The Other Guys,2010,"Action,Comedy,Crime",Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,,https://image.tmdb.org/t/p/w500/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,"The Other Guys Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned. Action,Comedy,Crime"
The Other Woman,2014,"Comedy,Romance","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",,https://image.tmdb.org/t/p/w500/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg,"The Other Woman After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B. Comedy,Romance"
The Perks of Being a Wallflower,2012,"Drama,Romance",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,,https://image.tmdb.org/t/p/w500/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,"The Perks of Being a Wallflower An introvert freshman is taken under the wings of two seniors who welcome him to the real world. Drama,Romance"
The Place Beyond the Pines,2012,"Crime,Drama,Thriller","A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",,https://image.tmdb.org/t/p/w500/vY5j2xQzMGWmxBuhQo0HfA4Lxqb.jpg,"The Place Beyond the Pines A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective. Crime,Drama,Thriller"
The Prestige,2006,"Drama,Mystery,Sci-Fi",Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,,https://image.tmdb.org/t/p/w500/bdN3gXuIZYaJP7ftKK2sU0nPtEA.jpg,"The Prestige Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion. Drama,Mystery,Sci-Fi"
The Princess and the Frog,2009,"Animation,Adventure,Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",,https://image.tmdb.org/t/p/w500/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,"The Princess and the Frog A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him. Animation,Adventure,Comedy"
The Promise,2016,"Drama,History","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",,https://image.tmdb.org/t/p/w500/iDWer2VFikupdqDc7d5sxCWZ3gW.jpg,"The Promise Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris. Drama,History"
The Proposal,2009,"Comedy,Drama,Romance",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,,https://image.tmdb.org/t/p/w500/aEqtJDj8MvSDQwzggvcOfFTZMw.jpg,"The Proposal A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada. Comedy,Drama,Romance"
The Purge,2013,"Horror,Sci-Fi,Thriller","A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",,https://image.tmdb.org/t/p/w500/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,"The Purge A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal. Horror,Sci-Fi,Thriller"
The Purge: Election Year,2016,"Action,Horror,Sci-Fi","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",,https://image.tmdb.org/t/p/w500/gg7tlp45xqGWMra0sqQVPvybje2.jpg,"The Purge: Election Year Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge. Action,Horror,Sci-Fi"
The Pursuit of Happyness,2006,"Biography,Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,,https://image.tmdb.org/t/p/w500/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,"The Pursuit of Happyness A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career. Biography,Drama"
The Revenant,2015,"Adventure,Drama,Thriller",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,"The Revenant A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team. Adventure,Drama,Thriller"
The Ridiculous 6,2015,"Comedy,Western","An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",,https://image.tmdb.org/t/p/w500/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,"The Ridiculous 6 An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad. Comedy,Western"
The Rise of the Krays,2015,"Crime,Drama",Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,,https://image.tmdb.org/t/p/w500/jE7YKqaqibtf1DeNXXPKrjNV7js.jpg,"The Rise of the Krays Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia. Crime,Drama"
The Road,2009,"Adventure,Drama","In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",,https://image.tmdb.org/t/p/w500/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,"The Road In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea. Adventure,Drama"
The Sea of Trees,2015,Drama,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,,https://image.tmdb.org/t/p/w500/gmVGIEfzxupZUTer1Z5n80CHFnD.jpg,The Sea of Trees A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out. Drama
The Secret Life of Pets,2016,"Animation,Adventure,Comedy","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",,https://image.tmdb.org/t/p/w500/bc3rCMgP4bbxNqGQCRlpJyU8otF.jpg,"The Secret Life of Pets The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes. Animation,Adventure,Comedy"
The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",,https://image.tmdb.org/t/p/w500/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,"The Secret Life of Walter Mitty When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined. Adventure,Comedy,Drama"
The Secret Scripture,2016,Drama,A woman keeps a diary of her extended stay at a mental hospital.,,https://image.tmdb.org/t/p/w500/iVoZqwvGAwxvGVbYV5y04wpiBob.jpg,The Secret Scripture A woman keeps a diary of her extended stay at a mental hospital. Drama
The Shallows,2016,"Drama,Horror,Thriller","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",,https://image.tmdb.org/t/p/w500/bnBV7hZmLuA0Si5Aop481sPF2RY.jpg,"The Shallows A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills. Drama,Horror,Thriller"
The Siege of Jadotville,2016,"Action,Drama,Thriller",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,,https://image.tmdb.org/t/p/w500/adrno1y0mKpMwjSlMQojZEUk82V.jpg,"The Siege of Jadotville Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s. Action,Drama,Thriller"
The Skin I Live In,2011,"Drama,Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",,https://image.tmdb.org/t/p/w500/xa7uCwGYykrf8MMI8iF5dZvNlrG.jpg,"The Skin I Live In A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession. Drama,Thriller"
The Social Network,2010,"Biography,Drama","Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",,https://image.tmdb.org/t/p/w500/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,"The Social Network Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business. Biography,Drama"
The Spectacular Now,2013,"Comedy,Drama,Romance","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",,https://image.tmdb.org/t/p/w500/tYDbDuZ3K4Xwp3cwtmZM6k53bwq.jpg,"The Spectacular Now A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."" Comedy,Drama,Romance"
The Stakelander,2016,"Action,Horror","When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him.",,https://image.tmdb.org/t/p/w500/3K9sca6hMxVzCtE7EnAxTjdKWpM.jpg,"The Stakelander When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him. Action,Horror"
The Stanford Prison Experiment,2015,"Biography,Drama,History",Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,,https://image.tmdb.org/t/p/w500/orMkBkPqu7szuBRdMLUB4TWKiVV.jpg,"The Stanford Prison Experiment Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building. Biography,Drama,History"
The Strangers,2008,"Horror,Mystery,Thriller",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,,https://image.tmdb.org/t/p/w500/gwsg4qFmLOvlhwXj4OZuxfFUdP0.jpg,"The Strangers A young couple staying in an isolated vacation home are terrorized by three unknown assailants. Horror,Mystery,Thriller"
The Survivalist,2015,"Drama,Sci-Fi,Thriller","In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",,https://image.tmdb.org/t/p/w500/hd491WgKPxeQus2LnvFbYmyUFmt.jpg,"The Survivalist In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened. Drama,Sci-Fi,Thriller"
The Theory of Everything,2014,"Biography,Drama,Romance",A look at the relationship between the famous physicist Stephen Hawking and his wife.,,https://image.tmdb.org/t/p/w500/kJuL37NTE51zVP3eG5aGMyKAIlh.jpg,"The Theory of Everything A look at the relationship between the famous physicist Stephen Hawking and his wife. Biography,Drama,Romance"
The Thinning,2016,Thriller,"""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary ÃÂ»",,https://image.tmdb.org/t/p/w500/1vgtCoBbBzeoW78g8fHT4EekoM2.jpg,"The Thinning ""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary ÃÂ» Thriller"
The Three Musketeers,2011,"Action,Adventure,Romance",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,,https://image.tmdb.org/t/p/w500/6qjW1e31k2XhcWpzGz6lgHcRt5W.jpg,"The Three Musketeers The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war. Action,Adventure,Romance"
The Ticket,2016,Drama,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,,https://image.tmdb.org/t/p/w500/uyaUbLVoxgJMw3JSGljyOGYpXtz.jpg,The Ticket A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial. Drama
The Town,2010,"Crime,Drama,Thriller","As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",,https://image.tmdb.org/t/p/w500/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,"The Town As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down. Crime,Drama,Thriller"
The Tree of Life,2011,"Drama,Fantasy","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",,https://image.tmdb.org/t/p/w500/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,"The Tree of Life The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings. Drama,Fantasy"
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure,Drama,Fantasy","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",,https://image.tmdb.org/t/p/w500/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,"The Twilight Saga: Breaking Dawn - Part 1 The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks. Adventure,Drama,Fantasy"
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure,Drama,Fantasy","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",,https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,"The Twilight Saga: Breaking Dawn - Part 2 After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi. Adventure,Drama,Fantasy"
The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",,https://image.tmdb.org/t/p/w500/dK4Gi1UdMiHzHc7r7CZQG4IQ9Sr.jpg,"The Twilight Saga: Eclipse As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob. Adventure,Drama,Fantasy"
The Ugly Truth,2009,"Comedy,Romance",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary ÃÂ»,,https://image.tmdb.org/t/p/w500/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg,"The Ugly Truth A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary ÃÂ» Comedy,Romance"
The Visit,2015,"Comedy,Horror,Thriller",Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,,https://image.tmdb.org/t/p/w500/hDrToKMpKYTdwdpOhshL8ko6WVp.jpg,"The Visit Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation. Comedy,Horror,Thriller"
The Void,2016,"Horror,Mystery,Sci-Fi","Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.",,https://image.tmdb.org/t/p/w500/2WhZAPi3vomEQdzAPIYTvmvWaxI.jpg,"The Void Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures. Horror,Mystery,Sci-Fi"
The VVitch: A New-England Folktale,2015,"Horror,Mystery","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",,https://image.tmdb.org/t/p/w500/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,"The VVitch: A New-England Folktale A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession. Horror,Mystery"
The Walk,2015,"Adventure,Biography,Crime","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",,https://image.tmdb.org/t/p/w500/lSoPmBq0kaU9jwZNbpEVwua8J3s.jpg,"The Walk In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers. Adventure,Biography,Crime"
The Warriors Gate,2016,"Action,Adventure,Fantasy",A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,,https://image.tmdb.org/t/p/w500/8l2DHcrCTgy1XuFHZmL2BbClJVO.jpg,"The Warriors Gate A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior. Action,Adventure,Fantasy"
The Whole Truth,2016,"Crime,Drama,Mystery",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,,https://image.tmdb.org/t/p/w500/iL3Bx4YOqYdAMlx4czLyygA09MC.jpg,"The Whole Truth A defense attorney works to get his teenage client acquitted of murdering his wealthy father. Crime,Drama,Mystery"
The Wolf of Wall Street,2013,"Biography,Comedy,Crime","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",,https://image.tmdb.org/t/p/w500/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,"The Wolf of Wall Street Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government. Biography,Comedy,Crime"
The Wolverine,2013,"Action,Adventure,Sci-Fi","When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",,https://image.tmdb.org/t/p/w500/t2wVAcoRlKvEIVSbiYDb8d0QqqS.jpg,"The Wolverine When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons. Action,Adventure,Sci-Fi"
